[18:01:40]  
[18:01:40] ---------------------------
[18:01:40] MySQL Debugging activated (12/05/09)
[18:01:40] ---------------------------
[18:01:40]  
[18:01:40] mysql_connect("localhost","estrpco_portal","estrpco_portal","@3&zb$yBI&j~");
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "72 439 0 2817.01 -1427.77 32.0212 270.773 2817.01 -1427.77 32.0212 270.773 0 4 0 0 0 450"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "73 470 0 2818.07 -1464.53 32.1199 180.278 2818.07 -1464.53 32.1199 180.278 9 2 0 0 0 450"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "74 415 0 2797.7 -1429.2 31.8967 359.716 2797.7 -1429.2 31.8967 359.716 2 5 0 0 0 441.684"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "75 462 0 2793.18 -1427.79 27.7577 354.713 2793.18 -1427.79 27.7577 354.713 0 5 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "76 522 0 2791.36 -1427.38 27.6983 355.719 2791.36 -1427.38 27.6983 355.719 4 5 0 0 0 879.027"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "77 587 0 2816.03 -1464.91 27.8757 270.693 2816.03 -1464.91 27.8757 270.693 4 4 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "78 576 0 2794.05 -1429.04 23.7993 359.187 2794.05 -1429.04 23.7993 359.187 6 2 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "79 412 0 2797.87 -1428.87 24.0257 358.752 2797.87 -1428.87 24.0257 358.752 8 7 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "80 524 0 2797.6 -1875.05 10.8013 179.732 2797.6 -1875.05 10.8013 179.732 8 1 0 0 0 937.65"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "81 482 0 2793.05 -1875.43 9.96644 180.111 2793.05 -1875.43 9.96644 180.111 1 0 0 0 0 847.975"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "82 560 0 2741.29 -1852.03 9.34432 358.451 2741.29 -1852.03 9.34432 358.451 9 5 0 0 0 616.862"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "83 405 0 2658.16 -1797.6 9.17871 91.5206 2658.16 -1797.6 9.17871 91.5206 7 10 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "84 463 0 2688.42 -1696.97 9.62172 204.677 2688.42 -1696.97 9.62172 204.677 8 2 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "85 479 0 2831.48 -1689.84 9.78981 257.309 2831.48 -1689.84 9.78981 257.309 3 2 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "86 510 0 2792.18 -1942.17 16.9154 266.019 2792.18 -1942.17 16.9154 266.019 8 5 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "87 480 0 2747.17 -1944.59 13.3226 270.61 2747.17 -1944.59 13.3226 270.61 3 0 0 0 0 450"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "88 589 0 2729.39 -1970.15 13.2036 95.151 2729.39 -1970.15 13.2036 95.151 1 3 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "89 443 0 2742.9 -2001.46 14.1883 271.803 2742.9 -2001.46 14.1883 271.803 3 8 0 0 0 963.947"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "90 455 0 2687.37 -1969.62 13.9855 89.8121 2687.37 -1969.62 13.9855 89.8121 8 9 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "91 536 0 2652.97 -2034.16 13.2886 260.461 2652.97 -2034.16 13.2886 260.461 10 1 0 0 0 925.734"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "92 535 0 2645.23 -1990.12 13.3175 0.52987 2645.23 -1990.12 13.3175 0.529869 7 2 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "93 509 0 2674.85 -1991.13 13.504 33.5799 2674.85 -1991.13 13.504 33.5799 10 2 0 0 0 855.235"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "94 566 0 2685.23 -2020.96 13.3096 1.16312 2685.23 -2020.96 13.3096 1.16312 0 7 0 0 0 450"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "95 439 0 2495.29 -1996.91 13.4229 180.729 2495.29 -1996.91 13.4229 180.729 2 9 0 0 0 844.209"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "96 521 0 2500.87 -2026.7 13.1057 218.63 2500.87 -2026.7 13.1057 218.63 9 8 0 0 0 906.834"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "97 467 0 2447.15 -1977.55 13.287 65.8093 2447.15 -1977.55 13.287 65.8093 4 5 0 0 0 596.373"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "98 517 0 2452.36 -2023.9 13.4017 177.174 2452.36 -2023.9 13.4017 177.174 2 5 0 0 0 680.429"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "99 505 0 2369.42 -1937.07 13.6902 150.747 2369.42 -1937.07 13.6902 150.747 2 2 0 0 0 991.938"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "100 505 0 2373.82 -1937.54 13.6901 152.561 2373.82 -1937.54 13.6901 152.561 3 2 0 0 0 777.662"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "101 489 0 2333.5 -1908.26 13.2452 358.751 2333.5 -1908.26 13.2452 358.751 9 10 0 0 0 991.501"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "102 546 0 2371.77 -1891.49 13.1076 357.226 2371.77 -1891.49 13.1076 357.226 1 5 0 0 0 450"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "103 516 0 2380.24 -1928.03 13.2169 181.161 2380.24 -1928.03 13.2169 181.161 5 7 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "104 545 0 2416.97 -1712.68 13.576 179.836 2416.97 -1712.68 13.576 179.836 2 7 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "105 402 0 2499.85 -1684.53 13.2578 231.908 2499.85 -1684.53 13.2578 231.908 1 4 0 0 1 992.727"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "106 492 0 2508.37 -1671.15 13.1629 175.785 2508.37 -1671.15 13.1629 175.785 6 7 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "107 400 0 2499.28 -1652.58 13.5788 177.043 2499.28 -1652.58 13.5788 177.043 9 2 0 0 0 906.94"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "108 412 0 2484.79 -1653.13 13.2302 269.794 2484.79 -1653.13 13.2302 269.794 3 10 0 0 0 519.265"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "109 600 0 2473.15 -1688.36 13.2283 175.086 2473.15 -1688.36 13.2283 175.086 0 2 0 0 0 834.189"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "110 567 0 2442.75 -1642.21 13.321 358.493 2442.75 -1642.21 13.321 358.493 9 9 0 0 0 550.995"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "111 481 0 2391.69 -1680.87 14.1199 173.573 2391.69 -1680.87 14.1199 173.573 6 4 0 0 0 995.289"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "112 576 0 2403.54 -1645.9 13.1557 176.789 2403.54 -1645.9 13.1557 176.789 3 4 0 0 0 999.262"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "113 551 0 2361.98 -1672.81 13.3461 161.649 2361.98 -1672.81 13.3461 161.649 9 3 0 0 0 450"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "114 549 0 2331.27 -1677.71 13.6765 84.2874 2331.27 -1677.71 13.6765 84.2874 10 9 0 0 1 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "115 509 0 2326.59 -1697.46 12.9824 90.2082 2326.59 -1697.46 12.9824 90.2082 7 5 0 0 0 969"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "116 436 0 2319.31 -1717.71 13.3141 356.255 2319.31 -1717.71 13.3141 356.255 7 8 0 0 0 596.192"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "117 535 0 2295.16 -1791.38 13.3111 132.897 2295.16 -1791.38 13.3111 132.897 9 3 0 0 0 867.322"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "118 534 0 2236.29 -1636.45 15.3408 161.211 2236.29 -1636.45 15.3408 161.211 6 2 0 0 0 983.281"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "119 542 0 2173.33 -1673.11 14.8113 139.067 2173.33 -1673.11 14.8113 139.067 1 9 0 0 0 609.333"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "120 555 0 2157.19 -1807.61 13.0637 182.542 2157.19 -1807.61 13.0637 182.542 4 4 0 0 0 763.083"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "121 579 0 2157.81 -1793.52 13.2873 357.291 2157.81 -1793.52 13.2873 357.291 5 3 0 0 1 968.726"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "122 448 0 2122.06 -1783.71 12.9889 199.538 2122.06 -1783.71 12.9889 199.538 9 8 0 0 0 963.725"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "123 448 0 2120.25 -1784.25 12.9833 9.33142 2120.25 -1784.25 12.9833 9.33142 3 8 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "124 448 0 2118.49 -1784.28 12.9798 8.79513 2118.49 -1784.28 12.9798 8.79513 5 9 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "125 482 0 2095.89 -1819.83 13.5012 268.941 2095.89 -1819.83 13.5012 268.941 10 3 0 0 0 989.261"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "126 550 0 2065.12 -1694.43 13.366 270.649 2065.12 -1694.43 13.366 270.649 3 8 0 0 0 964.503"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "127 516 0 2038.94 -1724.8 13.3811 355.582 2038.94 -1724.8 13.3811 355.582 3 8 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "128 509 0 2038.48 -1721.22 13.0568 105.732 2038.48 -1721.22 13.0568 105.732 0 9 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "129 566 0 2044.75 -1639.83 13.326 2.21614 2044.75 -1639.83 13.326 2.21614 4 5 0 0 0 990.158"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "130 410 0 2064.1 -1636.69 13.2017 268.084 2064.1 -1636.69 13.2017 268.084 1 2 0 0 0 450"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "131 494 0 2108 -1590 13.4222 95.5 2108 -1590 13.4222 95.5 7 9 0 0 0 450"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "132 605 0 2089.02 -1556.65 12.9412 1.24519 2089.02 -1556.65 12.9412 1.24519 6 9 0 0 0 955.468"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "133 500 0 2096.27 -1595.86 13.4378 178.919 2096.27 -1595.86 13.4378 178.919 0 4 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "134 414 0 2054.4 -1768.74 13.6473 179.863 2054.4 -1768.74 13.6473 179.863 7 5 0 0 0 1000"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "135 477 0 2140.03 -1727.56 13.2955 267.808 2140.03 -1727.56 13.2955 267.808 3 8 0 0 0 737.829"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "136 509 0 2117.21 -1727.26 13.045 96.3736 2117.21 -1727.26 13.045 96.3736 4 6 0 0 0 986.673"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "137 480 0 2132.69 -1492.16 23.5947 359.078 2132.69 -1492.16 23.5947 359.078 5 0 0 0 1 723.516"
[18:01:40] mysql_fetch_row_format(Delimiter:  ); Return: "138 506 0 2132.82 -1484.35 23.5263 0.205952 2132.82 -1484.35 23.5263 0.205952 4 0 0 0 1 640.56"
